0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1213.0,1.0,0.5,0.0,0.0,0.0,16.0,0.5,108.0,5.0,0.0,226.0,1248.0,2700.0,12.0,3.0,9.0,0.0,0.0,1.0,2.0
1082.0,0.0,0.8,0.0,0.0,0.0,38.0,0.1,198.0,8.0,5.0,986.0,1191.0,2337.0,6.0,1.0,17.0,0.0,1.0,1.0,2.0
1329.0,1.0,1.7,0.0,5.0,1.0,23.0,0.6,198.0,8.0,6.0,380.0,682.0,2308.0,11.0,10.0,9.0,1.0,1.0,0.0,1.0
1970.0,1.0,0.5,1.0,0.0,1.0,15.0,1.0,132.0,2.0,0.0,1399.0,1684.0,1658.0,15.0,9.0,20.0,1.0,1.0,1.0,2.0
1558.0,1.0,2.4,0.0,0.0,1.0,27.0,0.1,146.0,1.0,1.0,120.0,1409.0,3598.0,9.0,2.0,12.0,1.0,0.0,1.0,3.0
1657.0,1.0,2.4,0.0,3.0,0.0,42.0,0.1,198.0,5.0,16.0,1770.0,1796.0,2597.0,18.0,1.0,14.0,1.0,0.0,0.0,3.0
1836.0,1.0,1.7,1.0,3.0,0.0,26.0,0.1,134.0,6.0,16.0,408.0,1139.0,3097.0,5.0,0.0,18.0,0.0,1.0,0.0,3.0
1268.0,1.0,2.9,0.0,9.0,1.0,42.0,0.9,182.0,6.0,17.0,360.0,912.0,931.0,11.0,5.0,20.0,1.0,1.0,0.0,0.0
1619.0,1.0,0.9,0.0,3.0,0.0,20.0,0.9,117.0,6.0,9.0,813.0,1180.0,464.0,7.0,5.0,16.0,1.0,0.0,1.0,0.0
1431.0,1.0,0.5,0.0,0.0,1.0,56.0,0.6,191.0,1.0,1.0,156.0,952.0,461.0,7.0,3.0,8.0,1.0,0.0,0.0,0.0
681.0,0.0,0.5,1.0,12.0,1.0,17.0,0.9,194.0,5.0,19.0,371.0,1702.0,2548.0,6.0,1.0,5.0,1.0,0.0,1.0,2.0
754.0,0.0,0.5,1.0,7.0,1.0,59.0,0.7,178.0,7.0,10.0,1914.0,1928.0,1027.0,6.0,3.0,5.0,1.0,0.0,0.0,1.0
1663.0,1.0,2.5,1.0,13.0,1.0,27.0,0.3,169.0,4.0,14.0,831.0,1439.0,2084.0,7.0,1.0,18.0,1.0,0.0,0.0,2.0
1464.0,1.0,0.5,1.0,11.0,0.0,12.0,0.9,117.0,2.0,14.0,854.0,1168.0,3927.0,5.0,3.0,15.0,0.0,1.0,1.0,3.0
1457.0,0.0,1.9,1.0,1.0,1.0,16.0,0.3,102.0,3.0,10.0,1013.0,1287.0,1440.0,17.0,8.0,12.0,1.0,0.0,1.0,1.0
1371.0,0.0,0.5,0.0,4.0,0.0,52.0,0.5,167.0,4.0,19.0,471.0,663.0,3034.0,13.0,6.0,8.0,0.0,0.0,0.0,2.0
1216.0,0.0,3.0,0.0,4.0,0.0,47.0,0.4,199.0,3.0,7.0,1852.0,1967.0,2268.0,13.0,5.0,4.0,0.0,1.0,1.0,2.0
973.0,0.0,0.5,1.0,5.0,0.0,53.0,0.5,196.0,5.0,7.0,105.0,588.0,1861.0,13.0,10.0,16.0,0.0,1.0,0.0,1.0
1897.0,1.0,1.9,0.0,2.0,1.0,54.0,0.3,154.0,2.0,7.0,630.0,738.0,412.0,17.0,11.0,2.0,1.0,0.0,0.0,0.0
510.0,1.0,2.0,1.0,5.0,1.0,45.0,0.9,168.0,6.0,16.0,483.0,754.0,3919.0,19.0,4.0,2.0,1.0,1.0,1.0,3.0
1023.0,1.0,0.7,0.0,2.0,1.0,63.0,0.7,153.0,7.0,8.0,367.0,1985.0,3155.0,11.0,10.0,7.0,1.0,1.0,1.0,3.0
1589.0,1.0,0.6,1.0,0.0,1.0,58.0,0.9,85.0,7.0,7.0,319.0,1206.0,3464.0,19.0,10.0,6.0,1.0,1.0,1.0,3.0
1571.0,0.0,2.9,0.0,1.0,0.0,30.0,0.9,150.0,7.0,3.0,805.0,956.0,586.0,10.0,9.0,4.0,0.0,1.0,1.0,0.0
1722.0,0.0,2.6,0.0,8.0,0.0,18.0,0.8,177.0,2.0,16.0,865.0,1741.0,3271.0,14.0,0.0,15.0,1.0,0.0,1.0,3.0
1614.0,0.0,1.2,0.0,1.0,1.0,9.0,0.1,161.0,3.0,2.0,173.0,1219.0,1832.0,15.0,8.0,11.0,1.0,0.0,0.0,1.0
627.0,1.0,1.6,1.0,3.0,1.0,12.0,0.2,131.0,7.0,17.0,447.0,819.0,2476.0,17.0,1.0,10.0,1.0,0.0,0.0,1.0
704.0,0.0,2.2,1.0,4.0,0.0,53.0,0.2,186.0,6.0,6.0,251.0,1013.0,3653.0,7.0,1.0,15.0,1.0,1.0,1.0,2.0
1831.0,1.0,2.2,1.0,4.0,0.0,55.0,1.0,189.0,8.0,9.0,1693.0,1790.0,1133.0,14.0,3.0,10.0,0.0,1.0,0.0,1.0
1725.0,1.0,1.6,1.0,6.0,1.0,6.0,0.5,119.0,2.0,18.0,609.0,1307.0,3429.0,6.0,5.0,4.0,1.0,1.0,0.0,3.0
1742.0,1.0,1.6,0.0,3.0,0.0,49.0,0.8,100.0,1.0,9.0,1134.0,1469.0,1947.0,5.0,4.0,6.0,1.0,0.0,1.0,2.0
1562.0,1.0,1.2,1.0,0.0,1.0,52.0,0.1,105.0,7.0,9.0,480.0,728.0,2829.0,13.0,10.0,3.0,1.0,1.0,1.0,2.0
634.0,1.0,0.8,0.0,5.0,0.0,41.0,0.2,192.0,1.0,12.0,1362.0,1853.0,3242.0,18.0,11.0,4.0,1.0,0.0,1.0,3.0
586.0,0.0,1.4,1.0,10.0,1.0,8.0,0.5,142.0,8.0,14.0,116.0,598.0,3178.0,9.0,7.0,10.0,1.0,0.0,1.0,2.0
1366.0,1.0,1.7,1.0,5.0,1.0,53.0,0.2,161.0,5.0,9.0,647.0,1876.0,3869.0,17.0,5.0,14.0,1.0,0.0,1.0,3.0
1138.0,0.0,1.4,0.0,12.0,1.0,44.0,0.2,187.0,8.0,17.0,111.0,1138.0,3475.0,19.0,3.0,3.0,1.0,0.0,0.0,3.0
665.0,1.0,0.7,0.0,0.0,1.0,31.0,0.1,185.0,5.0,2.0,496.0,1804.0,690.0,5.0,2.0,15.0,1.0,0.0,0.0,0.0
1130.0,1.0,2.5,0.0,4.0,1.0,58.0,0.1,132.0,5.0,14.0,88.0,1261.0,1018.0,17.0,1.0,16.0,1.0,0.0,0.0,0.0
518.0,1.0,2.4,0.0,0.0,1.0,62.0,0.6,128.0,6.0,0.0,489.0,710.0,2514.0,16.0,12.0,7.0,1.0,1.0,1.0,1.0
1908.0,0.0,0.5,0.0,9.0,1.0,30.0,1.0,111.0,2.0,19.0,140.0,1046.0,2944.0,19.0,17.0,17.0,1.0,0.0,1.0,3.0
1112.0,1.0,0.5,1.0,1.0,0.0,53.0,0.6,121.0,4.0,16.0,234.0,739.0,3655.0,7.0,3.0,20.0,1.0,1.0,0.0,3.0
764.0,0.0,1.0,1.0,9.0,1.0,45.0,0.5,124.0,8.0,11.0,52.0,539.0,1341.0,19.0,1.0,12.0,1.0,0.0,0.0,0.0
1234.0,1.0,1.6,1.0,1.0,0.0,33.0,0.6,172.0,1.0,3.0,166.0,778.0,1449.0,11.0,7.0,6.0,0.0,0.0,1.0,0.0
705.0,1.0,0.5,0.0,5.0,1.0,57.0,0.9,155.0,6.0,9.0,1114.0,1374.0,1509.0,15.0,11.0,18.0,1.0,1.0,1.0,1.0
509.0,1.0,0.6,1.0,2.0,1.0,9.0,0.1,93.0,5.0,15.0,1137.0,1224.0,513.0,19.0,10.0,12.0,1.0,0.0,0.0,0.0
525.0,0.0,2.4,1.0,11.0,0.0,35.0,0.8,190.0,7.0,20.0,82.0,670.0,1609.0,16.0,11.0,3.0,0.0,0.0,0.0,0.0
1821.0,0.0,1.7,0.0,4.0,1.0,10.0,0.8,139.0,8.0,10.0,381.0,1018.0,3220.0,13.0,8.0,18.0,1.0,0.0,1.0,3.0
1330.0,0.0,1.1,0.0,11.0,0.0,37.0,0.7,126.0,7.0,20.0,1103.0,1637.0,2166.0,10.0,1.0,4.0,1.0,0.0,0.0,2.0
961.0,1.0,1.5,1.0,10.0,0.0,51.0,0.3,152.0,6.0,16.0,554.0,621.0,2981.0,15.0,6.0,7.0,1.0,1.0,1.0,2.0
1776.0,1.0,2.1,1.0,10.0,0.0,35.0,0.1,172.0,4.0,16.0,278.0,623.0,1813.0,16.0,13.0,20.0,1.0,1.0,1.0,1.0
745.0,1.0,0.6,1.0,5.0,0.0,35.0,0.8,102.0,8.0,10.0,89.0,1538.0,2459.0,14.0,1.0,16.0,1.0,1.0,0.0,1.0
1660.0,0.0,2.8,1.0,4.0,0.0,7.0,0.8,184.0,1.0,6.0,76.0,1165.0,1531.0,12.0,0.0,7.0,0.0,0.0,0.0,1.0
1805.0,1.0,0.5,0.0,0.0,0.0,29.0,0.2,182.0,4.0,2.0,758.0,891.0,1276.0,19.0,4.0,17.0,0.0,1.0,0.0,1.0
1160.0,0.0,1.1,0.0,1.0,1.0,63.0,0.7,166.0,3.0,2.0,762.0,859.0,595.0,18.0,4.0,15.0,1.0,0.0,1.0,0.0
673.0,1.0,2.2,1.0,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2.0,9.0,1.0,1.0,1.0,2.0
1593.0,1.0,1.0,0.0,0.0,1.0,52.0,0.7,130.0,8.0,0.0,761.0,1336.0,1354.0,15.0,13.0,13.0,1.0,1.0,1.0,1.0
1814.0,0.0,1.4,1.0,1.0,1.0,9.0,0.4,141.0,2.0,2.0,756.0,786.0,3556.0,18.0,12.0,16.0,1.0,0.0,0.0,3.0
633.0,1.0,2.2,0.0,0.0,1.0,49.0,0.1,139.0,8.0,1.0,529.0,1009.0,3560.0,11.0,1.0,16.0,1.0,1.0,1.0,2.0
1987.0,1.0,0.5,0.0,3.0,1.0,53.0,1.0,181.0,3.0,7.0,1052.0,1516.0,3117.0,18.0,5.0,8.0,1.0,1.0,1.0,3.0
1090.0,1.0,2.3,0.0,1.0,1.0,8.0,0.6,128.0,8.0,8.0,1217.0,1670.0,3839.0,17.0,3.0,11.0,1.0,0.0,1.0,3.0
1583.0,1.0,1.6,0.0,5.0,1.0,42.0,0.8,118.0,3.0,10.0,275.0,862.0,3652.0,14.0,10.0,9.0,1.0,0.0,0.0,3.0
1688.0,0.0,2.5,0.0,0.0,1.0,21.0,0.2,170.0,7.0,0.0,650.0,864.0,3984.0,17.0,14.0,8.0,1.0,1.0,1.0,3.0
1597.0,1.0,0.9,0.0,4.0,1.0,4.0,0.5,85.0,1.0,19.0,880.0,1145.0,2130.0,8.0,3.0,15.0,1.0,1.0,0.0,2.0
1432.0,1.0,1.7,1.0,6.0,1.0,39.0,0.3,164.0,4.0,18.0,209.0,947.0,504.0,14.0,4.0,10.0,1.0,1.0,0.0,0.0
708.0,1.0,2.7,1.0,0.0,1.0,63.0,1.0,195.0,8.0,7.0,78.0,654.0,2169.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0
1469.0,0.0,1.7,1.0,11.0,1.0,44.0,0.5,169.0,2.0,14.0,484.0,711.0,1687.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0
1368.0,0.0,3.0,1.0,10.0,0.0,50.0,0.2,97.0,7.0,18.0,698.0,829.0,2496.0,13.0,6.0,5.0,0.0,1.0,1.0,2.0
531.0,1.0,0.5,1.0,0.0,1.0,12.0,0.5,121.0,4.0,3.0,158.0,1657.0,2331.0,18.0,12.0,20.0,1.0,0.0,1.0,1.0
1701.0,1.0,0.5,0.0,13.0,1.0,46.0,0.9,115.0,2.0,15.0,364.0,828.0,3717.0,11.0,0.0,10.0,1.0,1.0,0.0,3.0
1412.0,1.0,2.4,0.0,5.0,0.0,25.0,0.8,96.0,8.0,17.0,516.0,1894.0,837.0,15.0,9.0,4.0,0.0,0.0,1.0,1.0
1397.0,0.0,2.9,1.0,13.0,0.0,9.0,0.5,87.0,6.0,18.0,1308.0,1991.0,3137.0,12.0,1.0,11.0,1.0,1.0,1.0,3.0
1170.0,1.0,0.9,0.0,6.0,1.0,14.0,0.4,199.0,2.0,13.0,474.0,709.0,715.0,18.0,5.0,20.0,1.0,0.0,1.0,0.0
1308.0,0.0,1.3,1.0,8.0,0.0,46.0,0.9,199.0,1.0,12.0,275.0,989.0,488.0,5.0,3.0,9.0,0.0,1.0,0.0,0.0
636.0,0.0,0.5,0.0,8.0,1.0,28.0,0.9,152.0,2.0,15.0,148.0,742.0,2927.0,15.0,6.0,3.0,1.0,0.0,0.0,2.0
864.0,0.0,1.6,1.0,0.0,1.0,53.0,0.3,88.0,6.0,1.0,262.0,1436.0,493.0,18.0,9.0,10.0,1.0,1.0,0.0,0.0
1448.0,0.0,1.4,1.0,13.0,0.0,26.0,1.0,156.0,3.0,16.0,1792.0,1850.0,1175.0,12.0,9.0,6.0,0.0,1.0,0.0,1.0
1619.0,1.0,1.9,0.0,2.0,1.0,21.0,0.4,138.0,1.0,9.0,46.0,562.0,1641.0,7.0,2.0,13.0,1.0,0.0,0.0,1.0
1039.0,0.0,1.3,0.0,0.0,1.0,12.0,0.8,200.0,8.0,0.0,1428.0,1827.0,1619.0,7.0,1.0,10.0,1.0,1.0,1.0,1.0
855.0,1.0,0.5,0.0,2.0,1.0,59.0,0.5,159.0,2.0,3.0,1028.0,1196.0,1875.0,16.0,8.0,8.0,1.0,1.0,1.0,1.0
1579.0,1.0,0.5,1.0,0.0,0.0,5.0,0.2,88.0,7.0,9.0,1358.0,1739.0,3532.0,17.0,11.0,12.0,0.0,0.0,1.0,3.0
1108.0,1.0,1.3,1.0,14.0,1.0,2.0,0.3,169.0,7.0,20.0,208.0,1742.0,1229.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0
1450.0,1.0,2.7,1.0,9.0,0.0,19.0,0.6,131.0,1.0,17.0,707.0,1882.0,575.0,15.0,9.0,12.0,0.0,0.0,0.0,0.0
1005.0,0.0,0.5,0.0,0.0,0.0,46.0,0.4,133.0,8.0,17.0,176.0,1556.0,3884.0,17.0,0.0,20.0,0.0,1.0,1.0,3.0
1663.0,1.0,0.5,0.0,0.0,0.0,40.0,0.6,147.0,4.0,15.0,951.0,1545.0,1336.0,8.0,5.0,15.0,1.0,0.0,0.0,1.0
1825.0,0.0,1.1,1.0,13.0,1.0,17.0,0.1,157.0,4.0,18.0,1621.0,1773.0,3130.0,12.0,4.0,2.0,1.0,0.0,1.0,3.0
1719.0,1.0,2.1,1.0,0.0,0.0,52.0,0.1,187.0,3.0,1.0,417.0,520.0,2610.0,10.0,1.0,11.0,1.0,1.0,1.0,2.0
